Request Type,Case Id,Case Start Date,Sub Category,Last Admin,Last Note,Last Note Date,Current User Id
Complaint,642879,09/04/2025,Merge service period,Mohamed.Sidahmed,"Complete -  ???? ???? , ???? ????? ??? ?????? ???? ?????? ?? ?????? ?? ???? ???? ????? ??? ??? ????? ?????????? ?????? ?? ???? ???? (FTS)  , ??? ?????? ???? ???????? ?? ???? ????? ???????? , ????? ?? ??????????? ???? ??????? ?? ???? ??????? ??? ????? 80010",18/04/2025,
Complaint,642930,09/04/2025,End of service,Gerier.Ismail,?????,11/04/2025,Gerier.Ismail
Complaint,642963,09/04/2025,Payment,Waleed.Hassan,"Complete - Thank you for contacting us. We would like to inform you that your support request has been resolved. we would like to confirm that the procedures pertaining to your inquiry submitted through Ma&#39;ashi platform has been communicated, as per the provided guidance, kindly attach the relevant document and submit. since the subsidiary is already added. if you have further inquiries or if the problem persists, please call 80010 or submit a new support request.",18/04/2025,
Complaint,643148,09/04/2025,General,ammar.alshehhi,sr 15491 ,11/04/2025,anas.hasan
Inquiry,643150,09/04/2025,End of service remuneration,nasreldeen.hanafi,??? ????? ??????,11/04/2025,Hamad.Almheiri
Complaint,643172,09/04/2025,Service submission,Moysar.Salahaldeen,RECLASSIFY - SR15546,15/04/2025,anas.hasan
Complaint,643219,09/04/2025,Merge years,Alyazia.Alkhoori,"Complete -  ???? ???? ????? ?????? ?????? ?????? ???????? ???? ???????? ?????? ??? ?????? ?? ???????? ???????. ????? ??????   ???? ????? ??? ??? ?? ??? ????? ??? ??????? ?????? ??????, ??? ?? ??????? ??????? ??? ????? ??????? ????? ??? ????.  ????? ???? ???????. ?????? ?? ???????????? ?????? ??????? ??? ????? ??????? 80010 ?? ????? ??? ??? ???.",14/04/2025,Khaled.Alalawi
Complaint,643369,09/04/2025,Service submission,Moysar.Salahaldeen,RECLASSIFY - technical issue employer unable to transfer employee to another linked company,11/04/2025,anas.hasan
Complaint,643397,09/04/2025,End of service remuneration,,,,nasreldeen.hanafi
Complaint,643459,09/04/2025,Payment,ali.babiker,Proforma was paid.,17/04/2025,Mariam.Almheiri
Complaint,643522,09/04/2025,Late Registration Penalty,Mazen.Hamad,RECLASSIFY -  Late Insured Registration penalty,10/04/2025,Gerier.Ismail
Complaint,643550,09/04/2025,Incorrect employment details,Moysar.Salahaldeen,RECLASSIFY -  SR-15687,17/04/2025,anas.hasan
Inquiry,643574,09/04/2025,1 Month Grace Period,nasreldeen.hanafi,??? ????? ??????,11/04/2025,Hamad.Almheiri
Inquiry,643785,09/04/2025,Late End of Service Penalty,nasreldeen.hanafi,?? ????? ????? ????? ???????? ?????? ????? ???? SR  ,11/04/2025,nasreldeen.hanafi
Inquiry,644191,09/04/2025,Late Registration Penalty,Gerier.Ismail,????? ????? ??? ???? ????????,11/04/2025,Gerier.Ismail
Inquiry,644193,09/04/2025,Late End of Service Penalty,,,,nasreldeen.hanafi
Inquiry,644244,09/04/2025,Late Registration Penalty,,,,Gerier.Ismail
Complaint,644249,10/04/2025,Merge service period,Alyazia.Alkhoori,?? ??? SR 15531,14/04/2025,anas.hasan
Complaint,644268,10/04/2025,Service submission,Moysar.Salahaldeen,RECLASSIFY -  SR 15713,18/04/2025,anas.hasan
Complaint,644272,10/04/2025,Eligibility criteria to receive pension,sumaya.rashed,Back - ????? ?? ???????? ??? ??? ????? ?? ???? ????? ?????????? ????? ??????? ?? ??? ??? ????? ??? ??????? ?? ??? ????? ?? ??,15/04/2025,saif.mohammed
Complaint,644411,10/04/2025,Contributions and proforma,Safa.Bkaar,"Back - ???? ?????? ??????? ??? ????? ?????? ???? ???????? ??????? ????? ?????????? ??????? ???????? ?? ?????? ?????? ??? ?? ????? ?????? ??? ??? ???????? ???? ??? ???????? ?? ????? ???? ??????? ???????? ?? ?????? ?????????? ?????? ?? ???? ??????? ? ?? ???  ??? ????? ??? ?????",16/04/2025,Saed.Fawzi
Complaint,644447,10/04/2025,Service submission,Moysar.Salahaldeen,RECLASSIFY - SR 15546,15/04/2025,anas.hasan
Complaint,644521,10/04/2025,General,Gerier.Ismail,??? ????? ?????? ?? ???? ?????? ???? 784197484743816 ??? ??? ????? 152 ?????? 9.11.2003 To  4.6.2011,18/04/2025,Gerier.Ismail
Complaint,644524,10/04/2025,General,Gerier.Ismail,"?? ??????? ??? ?????? ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????. ???? ??????? ???????:   • ????? ???? ?? ????? ????  ?????   ????? ???????? ?????? ??????? ???????? ???? ??????? ????? ??? ?????",18/04/2025,
Inquiry,644601,10/04/2025,Contributions and proforma,aws.alsamadi,"????? ?????? ???? ???? ???? ????? ??? ????? ???? ??? ?????? ???? ??? ??? ?????? ?????????? ??????? ?? ????? 2025 ??? ??????, ????? ???? ????? ??????? ?? ??? ??? ????? (????? ?? ??????? ) ?? ???? ??????? , ???? ? ???? ???? ?? ??? ?????? ?????????? ?? ??? ?????? ????? ???? ???????? ?? ?????? ??? ???? ????? ????? ( ?????? ) , ???? ??????? ???? ??????? ?? ????? ?????? ??? ??? ???? ???? ??????? ???? ?????? ?? ??? ?????? ????? ???? ?????? . ???? ????????",17/04/2025,
Complaint,644619,10/04/2025,Employer registration,Gerier.Ismail,"Complete -  Thank you for reaching out to us. Please be informed that your support request will be closed, as the necessary role change must be completed by the appropriate person through the Masashi platform.  If you have any further questions or if the issue persists, feel free to contact us at 80010 or submit a new support request.",18/04/2025,
Inquiry,644648,10/04/2025,General,Gerier.Ismail,"Complete -  Thank you for contacting us. Please be informed that your support request will be closed, as employee salary updates can only be made in January each year.  For any further inquiries or if the issue persists, feel free to contact us at 80010 or submit a new support request.",18/04/2025,
Complaint,644734,10/04/2025,Incorrect employment details,abdelhamid.mohamed,pension dubai,17/04/2025,abdelhamid.mohamed
Complaint,644778,10/04/2025,Contributions and proforma,aws.alsamadi,"Complete -   ?????  ???? ?????,, ???? ???? ???? ,,,, ??? ????? ???? ?? ?????? ?? ?????? ?????? ????? ????? ??? ?????? ?????????? ?? ????? ??? . ???? ????????",18/04/2025,Safa.Bkaar
Inquiry,644789,10/04/2025,General,,,,Hamad.Almheiri
Complaint,644843,10/04/2025,Service submission,ammar.alshehhi,RECLASSIFY - .,18/04/2025,anas.hasan
Inquiry,644883,10/04/2025,General,Gerier.Ismail,"Thank you for your request. After reviewing it, we kindly ask that you provide additional details and clarification to help us move forward. We appreciate your cooperation, and once we receive the necessary information, we will proceed with processing your request.",18/04/2025,
Complaint,644926,10/04/2025,General,Gerier.Ismail,"?? ??????? ??? ?????? ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????. ???? ??????? ???????: • ????? ????? ???????? • ??? ?????? /????? ????? ??????? ???????  • ????? ???? ?? ????? ????  ?????   ????? ???????? ?????? ??????? ???????? ???? ??????? ????? ??? ?????",18/04/2025,
Complaint,644964,10/04/2025,Service submission,anas.hasan,Action Taken As per RS        Transfer record from   190   25 09 2011 to   509  15 01 2014   transfer date   15 01 2014  link the employments and Calculate Total Transfer Service Period  ,18/04/2025,anas.hasan
Inquiry,645056,10/04/2025,Service submission,anas.hasan,"Complete -    ????? ???????? ????.  ??? ??????? ???? ?? ?? ????? ?? ??? ????? ?????? . ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ???? ?? ??????? ??? ????? 80010",18/04/2025,
Complaint,645071,10/04/2025,Employer registration,Gerier.Ismail,"Complete - ????? ???????? ????. ??? ??????? ???? ???? ????? ??? ????? ????? ???? ??? ?????? ????? ??? ??????? ??? ???? ?????. ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010 .",18/04/2025,
Complaint,645117,10/04/2025,Contributions and proforma,Safa.Bkaar,Back -  ???? ??? ????? ?????? ? ????? ????? ????? ????? ?????? ????????? ????????  ? ??? ??????? request for more information ? ??? Resolve,19/04/2025,
Complaint,645138,10/04/2025,Insured registration,,,,Gerier.Ismail
Inquiry,645155,10/04/2025,Employer registration,Gerier.Ismail,"?? ??????? ??? ?????? ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????. ???? ??????? ???????:  • ????? ???? ?? ????? ????  ?????   ????? ???????? ?????? ??????? ???????? ???? ??????? ????? ??? ?????",18/04/2025,
Complaint,645167,10/04/2025,Service submission,anas.hasan,Pending SR 15546 ,16/04/2025,anas.hasan
Complaint,645173,10/04/2025,Service submission,GPSSA_H.Salah,"Complete -  ????? ???????? ????. ??? ??????? ??? ??? ????? ????? ??? ?? ??? ??????? ? ??? ??? ???? ???? ????? ?? ??? ?????? ?????? ?????? ???? ?? ?????? ??????? ???? ???? ??? ?? ??????? ?????   ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010",18/04/2025,
Complaint,645185,10/04/2025,End of service,Waleed.Hassan,"RECLASSIFY -  ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010",11/04/2025,Gerier.Ismail
Complaint,645283,10/04/2025,End of service,Khaleda.AlAli,Complete -  ????? ????????  ?? ???? ??? ????????? ????? ???? ?????? ???????? .????  ?????? ?????? ????????,15/04/2025,Khaleda.AlAli
Complaint,645366,10/04/2025,Incorrect employment details,Gerier.Ismail,????  ??? ???? ????? 587696 - ?? ??? sr,18/04/2025,Gerier.Ismail
Complaint,645373,10/04/2025,End of service,Gerier.Ismail,???? ??? ????? ????? ?? EXCEPTION QUEUE,14/04/2025,mohamed.khaled
Complaint,645394,10/04/2025,End of service,Moysar.Salahaldeen,????? ???? ????????? ?????? ????? 562587,14/04/2025,sara.musa
Complaint,645595,10/04/2025,General,,,,ammar.alshehhi
Complaint,645701,10/04/2025,Transfer within GPSSA,ammar.alshehhi,???? ????? ???    ??  ??????? ??????  ????? ???? ????  ? ?? ??? ????  ?????? ???? ????? ???? ????????,16/04/2025,ammar.alshehhi
Inquiry,645708,10/04/2025,1 Month Grace Period,ahmed.majid,Back -  ???? ???? ??? ???????? ??? ???????? ?? ?? ???????,18/04/2025,ali.abdullah
Complaint,645787,10/04/2025,Transfer within GPSSA,ammar.alshehhi,???? ????? ???    ??  ??????? ??????  ????? ???? ????  ? ?? ??? ????  ?????? ???? ????? ???? ????????,16/04/2025,ammar.alshehhi
Complaint,645945,10/04/2025,Merge service period,ahmed.majid,Back -  ???? ???? ??? ???????? ??? ???????? ?? ?? ???????,18/04/2025,ali.abdullah
Complaint,645959,10/04/2025,End of service,Mohamed.Sidahmed,"Complete -  ???? ???? , ???? ????? ??? ?? ???? ?????? ??? ?? ?????? ?????? 11-4-2025 , ???????? ??????? ?????? ????? ?????? 25-4-2025, ????? ?? ??????????? ?????? ??????? ?? ???? ???? ??????? ??? ????? 80010",18/04/2025,
Complaint,646118,10/04/2025,Refunds,Gerier.Ismail,RECLASSIFY -  ?? ??? ????? ?????? ?????????? ??????? ????? ?????? ????,18/04/2025,
Complaint,646148,10/04/2025,General,ammar.alshehhi,??  ??????? ?? ???? ??,16/04/2025,ammar.alshehhi
Complaint,646162,10/04/2025,Insured registration,Mariam.Almheiri,RECLASSIFY -  employee is not related with us.,11/04/2025,ammar.alshehhi
Complaint,646200,10/04/2025,Service submission,ammar.alshehhi,"Declined -  Thank you for contacting us. We would like to inform you that your support request will be closed since we have attempted to contact you several times with no avail.For further inquiries or if the problem still persists, please contact us on 80010 or submit a new support request.",17/04/2025,
Inquiry,646259,10/04/2025,Contributions and proforma,Safa.Bkaar,?????? ??? ??? ?? ???????,19/04/2025,Hamda.AlBalooshi
Inquiry,646309,10/04/2025,Service submission,anas.hasan,SR 15687,18/04/2025,anas.hasan
Complaint,646344,10/04/2025,End of service,Salma.Ahmed,Complete -  ???? ???? ???? ???? ????? ???? ??? ?????? ??????? ?? ????? ?????? ???? ?? ?????? ??? ????? ????? ?????? ???? ????? ???? ????? ????? ?????? ??????? ?? ???? ???? FTS   ?? ??? ??? ????? ?? ?? ???? ????? ??????? ?? ??? ?????? ????.  ?? ?????,14/04/2025,Salma.Ahmed
Complaint,646369,10/04/2025,N/A,sumaya.rashed,Back - ???? ????? ????? ???? ? ????? ?????? ?? ????? ???? ??? ??? ????? ?? ????????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010,15/04/2025,saif.mohammed
Complaint,646385,10/04/2025,Payment,anas.hasan,Plz advise the User to make sure to follow guides as per the attached sample when uploading the excel,16/04/2025,Mariam.Almheiri
Complaint,646554,10/04/2025,EOS Shourak payment released request,ammar.alshehhi,????? ??? ??? ?????????,14/04/2025,Hamad.Almheiri
Complaint,646663,10/04/2025,End of service,Obaid.AlKhuzaimi,"RECLASSIFY -   ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.",11/04/2025,mohamed.khaled
Inquiry,646766,10/04/2025,Late Registration Penalty,ammar.alshehhi,??  ???  ???   sr,13/04/2025,ammar.alshehhi
Complaint,646789,10/04/2025,Fines and penalties,Safa.Bkaar,Back -  ?????? ?????? ????? ????  ? ??? ???? ???? ???????? ??????? ??????? ???????? ?? ??????? ???? ????? ??? ?????? ???? ?????? ?? ????? ????? ???????? ?? ???????? ???????? ??? ??? ?????,19/04/2025,
Inquiry,646798,10/04/2025,Service submission,ali.babiker,SR 15603,17/04/2025,anas.hasan
Inquiry,646809,10/04/2025,Late End of Service Penalty,ammar.alshehhi,"Complete -  Kindly be informed that the request to review the amount of the fine or exemption from it is under review, and the amendment or cancellation will be done automatically on the Maashi platform within a month from the date of receiving the request without the need for any additional action by the employer if the terms and conditions apply. For further inquiries, please contact us on 80010.",18/04/2025,
Inquiry,646822,10/04/2025,Payment,anas.hasan,Tkt_22287  Logged_InProgress,14/04/2025,anas.hasan
Complaint,646916,10/04/2025,Incorrect employment details,Hamda.AlBalooshi,"Complete - Thank you for contacting us. We would like to inform you that your employer has responded to Bahrain pension and provided the requested information. So, Bahrain pension must verify the information and terminate your service in their system.",18/04/2025,
Inquiry,647143,10/04/2025,1 Month Grace Period,,,,Salma.Ahmed
Complaint,647279,10/04/2025,Refunds,Mazen.Hamad,"???? ???? ? ???  ?? ??????? ??? ?????? ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????. ???? ??????? ??????? ???? ????? ???? ??????? ??????? ???????? ?? ?????? ???? ??????? ?? ??????  ?? ?????",11/04/2025,Mazen.Hamad
Complaint,647324,10/04/2025,End of service,Maitha.Almahmoud,Complete - ???? ???????? ????.  ?? ??????? ???????? ?????? ??????,14/04/2025,MuneeraAlhammadi
Complaint,647431,10/04/2025,Beneficiary deregistration,Zahra.Saad,?? ??????? ??? ???? ????? ???? ?? ?? ??? ?????,18/04/2025,Gerier.Ismail
Complaint,647441,10/04/2025,Payment channel: UAE Direct Debit System (DDS),Safa.Bkaar,Back -  ???? ???? ??? ??????? ??? ?????  ??? ?? ??????? ???? ????? ??? ?? ????? ????? ????? ????? ?? ???? ????? ????? ???????  ???? ?????? ????? ??? ????? ????? ??????? ?? ????? ????? ??? ?????? ? ??? ?????? ???????? ????? ????? FTS,19/04/2025,
Inquiry,647482,10/04/2025,Late Registration Penalty,nasreldeen.hanafi,?? ????? ????? ????? ???????? ?????? ????? ???? SR  ,14/04/2025,nasreldeen.hanafi
Complaint,647546,10/04/2025,End of service,Maitha.Almahmoud,"Complete - ????? ???????? ????. ??? ??????? ???? ???? ????????? ???????? ??????? ??? ??????? ????? 70,000  ???? ??? ??? ????? ?????? ?????? ?????? ???????? ?????????? ??????????? ?? ?????",15/04/2025,MuneeraAlhammadi
Complaint,647571,10/04/2025,Incorrect employment details,ammar.alshehhi,?? ???  ??? sr,14/04/2025,ammar.alshehhi
Inquiry,647595,10/04/2025,General,nasreldeen.hanafi,??? ??? ????,14/04/2025,Salma.Ahmed
Complaint,647688,10/04/2025,Contributions and proforma,Safa.Bkaar,Back - ?? ???? ?????? ?????? ???? ??? ??? ????? ????? ???? ????? ?????????? ??????? ??????? ????? ???? ? ?????? ??? ?? ??? ????? ???? ????? ? ???? ????? ??? ?????? ??? ?????? ????? ?????????? ??????? ? ??? ?? ??? ????? ????? ? ????? ?????? ??????  ?????? ??????? ??? ?????? ??? ??????? ?? ???? ????? ?? ???? ?????? ?????????? ?????? ????? ? ????? ????? ???????? ?????? ? ????? ????????,19/04/2025,
Complaint,647704,10/04/2025,General,nasreldeen.hanafi,?? ????? ????? ????? ???????? ?????? ????? ???? SR  ,14/04/2025,nasreldeen.hanafi
Complaint,647715,10/04/2025,End of service,Mohamed.Sidahmed,"Complete -   ???? ???? , ???? ????? ??? ?? ???? ?????? ???????? ?????? ?????? ???????? 14 ??? ? 10 ???? ? 8 ???? , ????? ?? ??????????? ???? ??????? ?? ???? ?????? ??? ????? 80010",14/04/2025,MuneeraAlhammadi
Inquiry,647723,10/04/2025,Contributions and proforma,Hamda.AlBalooshi,"Complete - Thank you for contacting us, we would like to inform you that the salaries of Gcc insured are not updated through the Gpssa system, as the Gcc insured service is only registered and terminated through the system. regarding the updating salary, you can update it through the Gcc pension portal for there country if you have a username and password on the there website.",18/04/2025,Safa.Bkaar
Complaint,647731,10/04/2025,Service submission,anas.hasan,SR 15687,18/04/2025,anas.hasan
Complaint,647739,10/04/2025,Contributions and proforma,Waleed.Hassan,RECLASSIFY - Thank you for contacting us. We would like to inform you that your support request has been forwarded to the relevant team for further inquiries please contact us on 80010,14/04/2025,shaikha.humaid
Complaint,647789,11/04/2025,Contributions and proforma,Mazen.Hamad,???? ???? ? ??? ???? ????? ???? ?? ????? ????? ???? ??? ??? ?????  ???? ????? ??????? ??????? ?????? ?? ??? ?? ??? ?????? ????? ?????? ?????? ??? ????? ?????? ?? ?????,18/04/2025,Mazen.Hamad
Complaint,647916,11/04/2025,End of service,fatima.bero,"Complete - ???? ???????? ???? , ???? ????? ??? ????? ????? ?????? ???? ?? ???? ??? ????? ???? ?????? ??? ????? , ?? ?????",18/04/2025,
Complaint,647933,11/04/2025,Incorrect employment details,Waleed.Hassan,"RECLASSIFY -  ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010",14/04/2025,ammar.alshehhi
Complaint,647970,11/04/2025,End of service,nasreldeen.hanafi,??? ????? ??????  ???????? ???? ?? ???? ????? ?? ???? ??? ????? ?????? ??????,17/04/2025,Hamad.Almheiri
Complaint,647981,11/04/2025,Service submission,aws.alsamadi,"Declined -   ????? ???? ????? ,, ???? ???? ???? ,??? ??????? ???? ?? ????? ????? ? ???? ???? ???? ?????? ??????? ?? ???? ????? ?????? ????? ??????? ???? ?? ?????? ???????? ???? ????? ?????? ??? 461282. ????? ??????? ???? ???? ?????",17/04/2025,Fatma.Ahli
Complaint,647998,11/04/2025,Fines and penalties,Mazen.Hamad,"Complete -  Greetings,Kindly note that we are unable to meet your request for exemption from the additional amounts due from you in implementation of the provisions of Article (14) of the Pensions and Social Insurance Law No. (7) of 1999 and its amendments. Accordingly, please instruct those concerned to begin paying the additional amounts due from your esteemed organization. kindly note that if you want to get installment for penalty payment kindly send us a new request with an official letter to pay in installment . Regards",18/04/2025,Safa.Bkaar
